12010 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 215 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
12319 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 214 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
11895 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 214 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
12481 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 213 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
12022 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 213 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
12317 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 213 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
12316 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 211 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
12482 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 211 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
11921 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 211 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
11191 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 209 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
11093 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 208 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
11938 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 207 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
11993 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 207 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
11910 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 205 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
12027 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 189 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
11206 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 189 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
11080 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 189 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
11401 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 189 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
11471 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 188 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
11536 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 188 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
11566 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 188 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
11578 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 188 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
11591 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 187 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
11665 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 187 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
11712 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 186 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
11828 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 186 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
11437 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 186 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
11359 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 186 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
35741 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 185 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
35876 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 185 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
35705 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 185 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
11746 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 184 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
11598 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 184 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
11290 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 184 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
11716 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 184 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
11647 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 184 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
12079 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 183 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
35940 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 183 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
10961 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 183 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
11823 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 182 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
11351 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 182 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
11327 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 182 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
35683 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 180 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
11416 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 179 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
11025 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 179 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
